数据集名称,数据集路径,数据集所属组别,负责人,任务大类,任务子类,建议新增任务类别,检索关键词,数据类型,标注类型,数据标注格式,数据集封面(1:1格式),【建议填】数据集来源,【建议填】数据集来源占比,【建议填】标注方式,【建议填】标注方式占比,【建议填】拍摄设备,【建议填】数据集应用产品,信息录入完毕通知按钮
raw_DavisVOS_Person_20220919_photoelectric,/media/3_sde/datasets/Insta360VOS/raw_DavisVOS_Person_20220919_photoelectric,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
FaceAttr_20220512_occlusion_2cls,/media/3_sde/datasets/Insta360_FaceAttributes/FaceAttr_20220512_occlusion_2cls,AI_Group_1,侯俊,Computer Vision,"Face, Attributes",,face,Image,tag,tag,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
FaceAttr_20220707_emotion_2cls,/media/3_sde/datasets/Insta360_FaceAttributes/FaceAttr_20220707_emotion_2cls,AI_Group_1,侯俊,Computer Vision,"Face, Attributes",,face,Image,tag,tag,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
FaceAttr_20220728_emotion_glass_2cls,/media/3_sde/datasets/Insta360_FaceAttributes/FaceAttr_20220728_emotion_glass_2cls,AI_Group_1,侯俊,Computer Vision,"Face, Attributes",,face,Image,tag,tag,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
FaceAttr_20220507_emotion_3cls,/media/3_sde/datasets/Insta360_FaceAttributes/FaceAttr_20220507_emotion_3cls,AI_Group_1,侯俊,Computer Vision,"Face, Attributes",,face,Image,tag,tag,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
FaceAttr_20220507_emotion,/media/3_sde/datasets/Insta360_FaceAttributes/FaceAttr_20220507_emotion,AI_Group_1,侯俊,Computer Vision,"Face, Attributes",,face,Image,tag,tag,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
FaceAttr_20220707_emotion_3cls,/media/3_sde/datasets/Insta360_FaceAttributes/FaceAttr_20220707_emotion_3cls,AI_Group_1,侯俊,Computer Vision,"Face, Attributes",,face,Image,tag,tag,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
FaceAttr_20220511_occlussion,/media/3_sde/datasets/Insta360_FaceAttributes/FaceAttr_20220511_occlussion,AI_Group_1,侯俊,Computer Vision,"Face, Attributes",,face,Image,tag,tag,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
FaceAttr_20210528_pano,/media/3_sde/datasets/Insta360_FaceAttributes/FaceAttr_20210528_pano,AI_Group_1,侯俊,Computer Vision,"Face, Attributes",,face,Panoramic Image,tag,tag,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
FaceAttr_20220728_emotion_happy_2cls,/media/3_sde/datasets/Insta360_FaceAttributes/FaceAttr_20220728_emotion_happy_2cls,AI_Group_1,侯俊,Computer Vision,"Face, Attributes",,face,Image,tag,tag,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
FaceAttr_20210528_plane,/media/3_sde/datasets/Insta360_FaceAttributes/FaceAttr_20210528_plane,AI_Group_1,侯俊,Computer Vision,"Face, Attributes",,face,Image,tag,tag,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
Insta360RawBg,/media/3_sde/datasets/Insta360RawBg,AI_Group_1,林晓帆,Computer Vision,unknown,,background,Image,tag,,,unknown,100,unknown,100,unknown,unknown,发送通知
Insta360NasDenoise,/media/3_sde/datasets/Insta360NasDenoise/zip,AI_Group_1,林晓帆,Computer Vision,unknown,,Denoise,Image,image pair,,,unknown,100,unknown,100,unknown,unknown,发送通知
msmtReID_Person_20200228,/media/3_sde/datasets/Insta360ReID/msmtReID_Person_20200228,AI_Group_1,林晓帆,Computer Vision,"Object, Re-identification, Pedestrian, Re-identification",,person,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
msmtReID_Person_20210715,/media/3_sde/datasets/Insta360ReID/msmtReID_Person_20210715,AI_Group_1,林晓帆,Computer Vision,"Object, Re-identification, Pedestrian, Re-identification",,person,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
msmtReID_Person_20210715_from_xiaoming,/media/3_sde/datasets/Insta360ReID/msmtReID_Person_20210715_from_xiaoming,AI_Group_1,林晓帆,Computer Vision,"Object, Re-identification, Pedestrian, Re-identification",,person,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
msmtReID_Person_20210715_from_xiaoming_video,/media/3_sde/datasets/Insta360ReID/msmtReID_Person_20210715_from_xiaoming_video,AI_Group_1,林晓帆,Computer Vision,"Object, Re-identification, Pedestrian, Re-identification",,person,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
msmtReID_Person_20210715_raw,/media/3_sde/datasets/Insta360ReID/msmtReID_Person_20210715_raw,AI_Group_1,林晓帆,Computer Vision,"Object, Re-identification, Pedestrian, Re-identification",,person,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
msmtReID_Person_20211011,/media/3_sde/datasets/Insta360ReID/msmtReID_Person_20211011,AI_Group_1,林晓帆,Computer Vision,"Object, Re-identification, Pedestrian, Re-identification",,person,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
msmtReID_Person_20211011_from_xiaoming,/media/3_sde/datasets/Insta360ReID/msmtReID_Person_20211011_from_xiaoming,AI_Group_1,林晓帆,Computer Vision,"Object, Re-identification, Pedestrian, Re-identification",,person,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
Insta360_PSD_20200422_removebg_product,/media/3_sde/datasets/Insta360_PSD/train2020/Insta360_PSD_20200422_removebg_product,AI_Group_1,贾配洋,Computer Vision,"Image-to-Image, Image, Segmentation, Instance, Segmentation, Semantic, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
Insta360_PSD_20200422_removebg_jiepai,/media/3_sde/datasets/Insta360_PSD/train2020/Insta360_PSD_20200422_removebg_jiepai,AI_Group_1,贾配洋,Computer Vision,"Image-to-Image, Image, Segmentation, Instance, Segmentation, Semantic, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
Insta360_PSD_20200526_product_V1_part1,/media/3_sde/datasets/Insta360_PSD/train2020/Insta360_PSD_20200526_product_V1_part1,AI_Group_1,贾配洋,Computer Vision,"Image-to-Image, Image, Segmentation, Instance, Segmentation, Semantic, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
Insta360_PSD_20200528_fanke_resize,/media/3_sde/datasets/Insta360_PSD/train2020/Insta360_PSD_20200528_fanke_resize,AI_Group_1,贾配洋,Computer Vision,"Image-to-Image, Image, Segmentation, Instance, Segmentation, Semantic, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
Insta360_PSD_20200530_product_V1_part2,/media/3_sde/datasets/Insta360_PSD/train2020/Insta360_PSD_20200530_product_V1_part2,AI_Group_1,贾配洋,Computer Vision,"Image-to-Image, Image, Segmentation, Instance, Segmentation, Semantic, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
Insta360_PSD_20200603_product_V1_part3,/media/3_sde/datasets/Insta360_PSD/val2020/Insta360_PSD_20200603_product_V1_part3,AI_Group_1,贾配洋,Computer Vision,"Image-to-Image, Image, Segmentation, Instance, Segmentation, Semantic, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
Insta360_PSD_20200603_product_V1_part3_Corner_Case,/media/3_sde/datasets/Insta360_PSD/val2020/Insta360_PSD_20200603_product_V1_part3_Corner_Case,AI_Group_1,贾配洋,Computer Vision,"Image-to-Image, Image, Segmentation, Instance, Segmentation, Semantic, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
